EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,Department_clean,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Data_Quality_Notes
RM455,29,26-35,No,Travel_Rarely,232,Research & Development,Research & Development,19,3,Technical Degree,1,611,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,Upto 5k,22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM381,24,18-25,No,Travel_Rarely,1371,Sales,Research & Development,10,4,Marketing,1,507,4,Female,77,3,2,Sales Executive,3,Divorced,4260,Upto 5k,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM571,52,46-55,No,Non-Travel,715,Research & Development,Research & Development,19,4,Medical,1,791,4,Male,41,3,1,Research Scientist,4,Married,4258,Upto 5k,26589,0,Y,No,18,3,1,80,1,5,3,3,4,3,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM176,56,55+,No,Travel_Rarely,713,Research & Development,Research & Development,8,3,Life Sciences,1,241,3,Female,67,3,1,Research Scientist,1,Divorced,4257,Upto 5k,13939,4,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM639,25,18-25,No,Travel_Rarely,583,Sales,Sales,4,1,Marketing,1,885,3,Male,87,2,2,Sales Executive,1,Married,4256,Upto 5k,18154,1,Y,No,12,3,1,80,0,5,1,4,5,2,0,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM962,35,26-35,No,Travel_Frequently,482,Research & Development,Research & Development,4,4,Life Sciences,1,1350,3,Male,87,3,2,Research Scientist,3,Single,4249,Upto 5k,2690,1,Y,Yes,11,3,2,80,0,9,3,3,9,6,1,1,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM583,40,36-45,No,Travel_Frequently,791,Research & Development,Research & Development,2,2,Medical,1,807,3,Female,38,4,2,Healthcare Representative,2,Married,4244,Upto 5k,9931,1,Y,No,24,4,4,80,1,8,2,3,8,7,3,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM736,48,46-55,No,Travel_Rarely,277,Research & Development,Sales,6,3,Life Sciences,1,1022,1,Male,97,2,2,Healthcare Representative,3,Single,4240,Upto 5k,13119,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM483,31,26-35,Yes,Travel_Rarely,1365,Sales,Research & Development,13,4,Medical,1,650,2,Male,46,3,2,Sales Executive,1,Divorced,4233,Upto 5k,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM431,35,26-35,No,Travel_Rarely,144,Research & Development,Research & Development,22,3,Life Sciences,1,577,4,Male,46,1,1,Laboratory Technician,3,Single,4230,Upto 5k,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM740,27,26-35,No,Travel_Rarely,1055,Research & Development,Sales,2,4,Life Sciences,1,1027,1,Female,47,3,2,Manufacturing Director,4,Married,4227,Upto 5k,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM098,28,26-35,No,Non-Travel,120,Sales,Research & Development,4,3,Medical,1,129,2,Male,43,3,2,Sales Executive,3,Married,4221,Upto 5k,8863,1,Y,No,15,3,2,80,0,5,3,4,5,4,0,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1292,37,36-45,Yes,Travel_Rarely,370,Research & Development,Human Resources,10,4,Medical,1,1809,4,Male,58,3,2,Manufacturing Director,1,Single,4213,Upto 5k,4992,1,Y,No,15,3,2,80,0,10,4,1,10,3,0,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM141,32,26-35,Yes,Travel_Rarely,1033,Research & Development,Research & Development,9,3,Medical,1,190,1,Female,41,3,1,Laboratory Technician,1,Single,4200,Upto 5k,10224,7,Y,No,22,4,1,80,0,10,2,4,5,4,0,,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1121,38,36-45,No,Travel_Rarely,437,Sales,Research & Development,16,3,Life Sciences,1,1583,2,Female,90,3,2,Sales Executive,2,Single,4198,Upto 5k,16379,2,Y,No,12,3,2,80,0,8,5,4,3,2,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1342,31,26-35,No,Travel_Rarely,311,Research & Development,Research & Development,20,3,Life Sciences,1,1881,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197,Upto 5k,18624,1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM390,37,36-45,No,Travel_Rarely,1305,Research & Development,Sales,10,4,Life Sciences,1,518,3,Male,49,3,2,Manufacturing Director,2,Single,4197,Upto 5k,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM635,25,18-25,No,Travel_Rarely,141,Sales,Sales,3,1,Other,1,879,3,Male,98,3,2,Sales Executive,1,Married,4194,Upto 5k,14363,1,Y,Yes,18,3,4,80,0,5,3,3,5,3,0,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM012,29,26-35,No,Travel_Rarely,153,Research & Development,Research & Development,15,2,Life Sciences,1,15,4,Female,49,2,2,Laboratory Technician,3,Single,4193,Upto 5k,12682,0,Y,Yes,12,3,4,80,0,10,3,3,9,5,0,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1277,37,36-45,No,Travel_Rarely,589,Sales,Sales,9,2,Marketing,1,1787,2,Male,46,2,2,Sales Executive,2,Married,4189,Upto 5k,8800,1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1189,29,26-35,No,Travel_Rarely,991,Sales,Research & Development,5,3,Medical,1,1669,1,Male,43,2,2,Sales Executive,2,Divorced,4187,Upto 5k,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM667,22,18-25,Yes,Travel_Rarely,617,Research & Development,Sales,3,1,Life Sciences,1,926,2,Female,34,3,2,Manufacturing Director,3,Married,4171,Upto 5k,10022,0,Y,Yes,19,3,1,80,1,4,3,4,3,2,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM720,47,46-55,No,Travel_Rarely,955,Sales,Sales,4,2,Life Sciences,1,1003,4,Female,83,3,2,Sales Executive,4,Single,4163,Upto 5k,8571,1,Y,Yes,17,3,3,80,0,9,0,3,9,0,0,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1026,24,18-25,No,Travel_Rarely,1476,Sales,Research & Development,4,1,Medical,1,1445,4,Female,42,3,2,Sales Executive,3,Married,4162,Upto 5k,15211,1,Y,Yes,12,3,3,80,2,5,3,3,5,4,0,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM055,26,26-35,No,Travel_Rarely,1443,Sales,Research & Development,23,3,Marketing,1,72,3,Female,47,2,2,Sales Executive,4,Married,4157,Upto 5k,21436,7,Y,Yes,19,3,3,80,1,5,2,2,2,2,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM089,30,26-35,No,Travel_Rarely,288,Research & Development,Research & Development,2,3,Life Sciences,1,117,3,Male,99,2,2,Healthcare Representative,4,Married,4152,Upto 5k,15830,1,Y,No,19,3,1,80,3,11,3,3,11,10,10,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM727,31,26-35,No,Travel_Frequently,853,Research & Development,Research & Development,1,1,Life Sciences,1,1011,3,Female,96,3,2,Manufacturing Director,1,Married,4148,Upto 5k,11275,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1158,35,26-35,No,Non-Travel,208,Research & Development,Research & Development,8,4,Life Sciences,1,1630,3,Female,52,3,2,Healthcare Representative,3,Married,4148,Upto 5k,12250,1,Y,No,12,3,4,80,1,15,5,3,14,11,2,9,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1293,39,36-45,No,Travel_Frequently,766,Sales,Sales,20,3,Life Sciences,1,1812,3,Male,83,3,2,Sales Executive,4,Divorced,4127,Upto 5k,19188,2,Y,No,18,3,4,80,1,7,6,3,2,1,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM866,30,26-35,No,Travel_Rarely,1329,Sales,Research & Development,29,4,Life Sciences,1,1211,3,Male,61,3,2,Sales Executive,1,Divorced,4115,Upto 5k,13192,8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1430,39,36-45,No,Travel_Rarely,116,Research & Development,Research & Development,24,1,Life Sciences,1,2014,1,Male,52,3,2,Research Scientist,4,Single,4108,Upto 5k,5340,7,Y,No,13,3,1,80,0,18,2,3,7,7,1,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM768,37,36-45,No,Travel_Rarely,124,Research & Development,Sales,3,3,Other,1,1062,4,Female,35,3,2,Healthcare Representative,2,Single,4107,Upto 5k,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1394,27,26-35,No,Travel_Rarely,954,Sales,Research & Development,9,3,Marketing,1,1965,4,Male,44,3,2,Sales Executive,4,Single,4105,Upto 5k,5099,1,Y,No,14,3,1,80,0,7,5,3,7,7,0,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM961,41,36-45,No,Travel_Frequently,1018,Sales,Research & Development,1,3,Marketing,1,1349,3,Female,66,3,2,Sales Executive,1,Divorced,4103,Upto 5k,4297,0,Y,No,17,3,4,80,1,10,2,3,9,3,1,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM489,42,36-45,No,Travel_Rarely,622,Research & Development,Research & Development,2,4,Life Sciences,1,659,3,Female,81,3,2,Healthcare Representative,4,Married,4089,Upto 5k,5718,1,Y,No,13,3,2,80,2,10,4,3,10,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1114,32,26-35,No,Non-Travel,1200,Research & Development,Sales,1,4,Technical Degree,1,1574,4,Male,62,3,2,Research Scientist,1,Married,4087,Upto 5k,25174,4,Y,No,14,3,2,80,1,9,3,2,6,5,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1086,31,26-35,Yes,Travel_Frequently,561,Research & Development,Research & Development,3,3,Life Sciences,1,1537,4,Female,33,3,1,Research Scientist,3,Single,4084,Upto 5k,4156,1,Y,No,12,3,1,80,0,7,2,1,7,2,7,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM996,43,36-45,No,Travel_Rarely,930,Research & Development,Research & Development,6,3,Medical,1,1402,1,Female,73,2,2,Research Scientist,3,Single,4081,Upto 5k,20003,1,Y,Yes,14,3,1,80,0,20,3,1,20,7,1,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM992,32,26-35,No,Travel_Rarely,499,Sales,Sales,2,1,Marketing,1,1396,3,Male,36,3,2,Sales Executive,2,Married,4078,Upto 5k,20497,0,Y,Yes,13,3,1,80,3,4,3,2,3,2,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1281,37,36-45,No,Travel_Rarely,1239,Human Resources,Research & Development,8,2,Other,1,1794,3,Male,89,3,2,Human Resources,2,Divorced,4071,Upto 5k,12832,2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1099,40,36-45,No,Non-Travel,1142,Research & Development,Research & Development,8,2,Life Sciences,1,1552,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,Upto 5k,8841,3,Y,Yes,18,3,3,80,0,8,2,3,2,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1150,27,26-35,No,Travel_Rarely,1302,Research & Development,Sales,19,3,Other,1,1619,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,Upto 5k,16290,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM445,48,46-55,No,Travel_Rarely,163,Sales,Research & Development,2,5,Marketing,1,595,2,Female,37,3,2,Sales Executive,4,Married,4051,Upto 5k,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM620,33,26-35,No,Travel_Rarely,586,Sales,Research & Development,1,3,Medical,1,855,1,Male,48,4,2,Sales Executive,1,Divorced,4037,Upto 5k,21816,1,Y,No,22,4,1,80,1,9,5,3,9,8,0,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1066,55,46-55,No,Travel_Rarely,1229,Research & Development,Sales,4,4,Life Sciences,1,1501,4,Male,30,3,2,Healthcare Representative,3,Married,4035,Upto 5k,16143,0,Y,Yes,16,3,2,80,0,4,2,3,3,2,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM823,34,26-35,No,Travel_Frequently,1003,Research & Development,Research & Development,2,2,Life Sciences,1,1140,4,Male,95,3,2,Manufacturing Director,3,Single,4033,Upto 5k,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM406,25,18-25,Yes,Travel_Rarely,688,Research & Development,Sales,3,3,Medical,1,538,1,Male,91,3,1,Laboratory Technician,1,Married,4031,Upto 5k,9396,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
